image_path,boat_id,length_m,heading
209228000_S2B_MSIL1C_20251202T124249_N0511_R009_T25MCN_20251202T125650.SAFE_4.png,209228000,237.0,164
209228000_S2C_MSIL1C_20260114T164641_N0511_R126_T15PTT_20260114T184018.SAFE_8.png,209228000,231.0,29
209690000_S2B_MSIL1C_20260106T014549_N0511_R074_T51HUC_20260106T051555.SAFE_6.png,209690000,232.0,-4
209690000_S2C_MSIL1C_20260201T023931_N0511_R089_T51SWA_20260201T035421.SAFE_27.png,209690000,231.0,-1
209690000_S2C_MSIL1C_20251212T031141_N0511_R075_T49QDD_20251212T045808.SAFE_195.png,209690000,225.0,117
209765000_S2C_MSIL1C_20260202T023251_N0511_R103_T50KMC_20260202T045932.SAFE_49.png,209765000,293.0,-68
209765000_S2C_MSIL1C_20251210T023121_N0511_R046_T51SVU_20251210T035857.SAFE_83.png,209765000,286.0,163
209765000_S2C_MSIL1C_20251210T023121_N0511_R046_T51SVT_20251210T035857.SAFE_167.png,209765000,186.0,174
209854000_S2B_MSIL1C_20251225T073229_N0511_R049_T36JVS_20251225T105756.SAFE_4.png,209854000,243.0,197
209854000_S2C_MSIL1C_20251205T050211_N0511_R119_T44NLN_20251205T064940.SAFE_39.png,209854000,224.0,-22
209854000_S2C_MSIL1C_20260223T081941_N0512_R121_T34HBG_20260223T121436.SAFE_25.png,209854000,220.0,-74
209854000_S2C_MSIL1C_20260113T035121_N0511_R104_T47NKG_20260113T053622.SAFE_13.png,209854000,227.0,104
209888000_S2A_MSIL1C_20260225T084051_N0512_R078_T34HFG_20260225T101326.SAFE_0.png,209888000,185.0,-88
209888000_S2C_MSIL1C_20251211T153631_N0511_R068_T18PWU_20251211T171516.SAFE_1.png,209888000,203.0,42
209888000_S2B_MSIL1C_20260225T080809_N0512_R078_T34HFG_20260225T132449.SAFE_5.png,209888000,193.0,-89
209979000_S2B_MSIL1C_20260303T050649_N0512_R019_T43PGK_20260303T102413.SAFE_8.png,209979000,333.0,-45
209979000_S2A_MSIL1C_20251228T131301_N0511_R138_T23KLP_20251228T144028.SAFE_148.png,209979000,331.0,244
209979000_S2B_MSIL1C_20260225T030619_N0512_R075_T48NWH_20260225T082025.SAFE_15.png,209979000,319.0,120
210094000_S2B_MSIL1C_20260107T110339_N0511_R094_T30STF_20260107T131508.SAFE_29.png,210094000,225.0,-24
210094000_S2A_MSIL1C_20260107T110701_N0511_R137_T30STF_20260107T144627.SAFE_46.png,210094000,219.0,-59
210094000_S2C_MSIL1C_20251226T111501_N0511_R137_T30STF_20251226T113811.SAFE_29.png,210094000,218.0,183
210102000_S2B_MSIL1C_20260208T002049_N0512_R116_T55HCT_20260208T024721.SAFE_31.png,210102000,229.0,190
210102000_S2C_MSIL1C_20251217T190821_N0511_R013_T10TET_20251217T204725.SAFE_19.png,210102000,228.0,-13
210102000_S2B_MSIL1C_20260202T000219_N0511_R030_T56KNC_20260202T012123.SAFE_1.png,210102000,237.0,171
210142000_S2C_MSIL1C_20260216T050911_N0512_R019_T43NDA_20260216T083805.SAFE_1.png,210142000,214.0,254
210142000_S2B_MSIL1C_20260124T022909_N0511_R046_T51SWS_20260124T033930.SAFE_93.png,210142000,186.0,3
210142000_S2B_MSIL1C_20260211T032749_N0512_R018_T47NQC_20260211T083306.SAFE_45.png,210142000,218.0,-47
210400000_S2B_MSIL1C_20251210T114359_N0511_R123_T29UNT_20251210T133456.SAFE_8.png,210400000,167.0,61
210400000_S2A_MSIL1C_20260311T112131_N0512_R037_T31VEG_20260311T163638.SAFE_0.png,210400000,150.0,35
210400000_S2C_MSIL1C_20260304T102921_N0512_R108_T32VNK_20260304T140806.SAFE_13.png,210400000,159.0,268
210601000_S2B_MSIL1C_20260123T025919_N0511_R032_T49PCM_20260123T054300.SAFE_9.png,210601000,225.0,198
210601000_S2C_MSIL1C_20260115T025051_N0511_R132_T51SUC_20260115T040543.SAFE_154.png,210601000,215.0,102
210601000_S2C_MSIL1C_20260306T024601_N0512_R132_T51SUV_20260306T044602.SAFE_0.png,210601000,157.0,200
210653000_S2C_MSIL1C_20260228T155211_N0512_R054_T18SVG_20260228T191425.SAFE_34.png,210653000,363.0,195
210653000_S2B_MSIL1C_20260305T155029_N0512_R054_T18SUC_20260305T192914.SAFE_3.png,210653000,317.0,228
210653000_S2C_MSIL1C_20251214T154601_N0511_R111_T18PTB_20251214T172711.SAFE_0.png,210653000,340.0,203
210725000_S2C_MSIL1C_20260302T001111_N0512_R073_T55KGS_20260302T013433.SAFE_15.png,210725000,230.0,123
210725000_S2B_MSIL1C_20260309T004659_N0512_R102_T54MZB_20260309T031915.SAFE_2.png,210725000,233.0,-58
210725000_S2B_MSIL1C_20251208T143739_N0511_R096_T20QRD_20251208T161431.SAFE_0.png,210725000,228.0,126
210730000_S2B_MSIL1C_20260302T021529_N0512_R003_T51RWN_20260302T040834.SAFE_39.png,210730000,298.0,189
210730000_S2A_MSIL1C_20251213T021401_N0511_R060_T50KPD_20251213T060754.SAFE_4.png,210730000,295.0,-63
210730000_S2B_MSIL1C_20260305T022549_N0512_R046_T50PQC_20260305T041559.SAFE_12.png,210730000,300.0,170
210730000_S2B_MSIL1C_20260123T025919_N0511_R032_T49NBJ_20260123T054300.SAFE_12.png,210730000,300.0,225
210934000_S2B_MSIL1C_20260202T025829_N0511_R032_T50SPJ_20260202T044857.SAFE_300.png,210934000,299.0,56
210934000_S2B_MSIL1C_20251208T130239_N0511_R095_T23KNQ_20251208T143343.SAFE_34.png,210934000,299.0,241
210934000_S2C_MSIL1C_20260309T075751_N0512_R035_T34HFG_20260309T114104.SAFE_6.png,210934000,294.0,265
210948000_S2B_MSIL1C_20251204T112339_N0511_R037_T29RMP_20251204T131435.SAFE_10.png,210948000,170.0,128
210948000_S2C_MSIL1C_20260105T111451_N0511_R137_T29SPT_20260105T130551.SAFE_29.png,210948000,208.0,-81
210948000_S2C_MSIL1C_20251206T111451_N0511_R137_T29SPT_20251206T130502.SAFE_25.png,210948000,164.0,262
210998000_S2C_MSIL1C_20251211T102441_N0511_R065_T32TPP_20251211T122228.SAFE_6.png,210998000,153.0,86
210998000_S2B_MSIL1C_20251209T103329_N0511_R108_T31SDC_20251209T122450.SAFE_2.png,210998000,172.0,59
210998000_S2C_MSIL1C_20260216T064951_N0512_R020_T40RDQ_20260216T101119.SAFE_522.png,210998000,162.0,75
210998000_S2B_MSIL1C_20260307T030539_N0512_R075_T48PYS_20260307T081339.SAFE_95.png,210998000,160.0,77
211833390_S2C_MSIL1C_20260304T102921_N0512_R108_T33UUB_20260304T140806.SAFE_46.png,211833390,227.0,210
211833390_S2A_MSIL1C_20251223T102501_N0511_R065_T33UUA_20251223T104225.SAFE_23.png,211833390,226.0,39
211833390_S2C_MSIL1C_20260311T101831_N0512_R065_T33UUB_20260311T143031.SAFE_33.png,211833390,247.0,217
211833390_S2A_MSIL1C_20251223T102501_N0511_R065_T33UUA_20251223T104225.SAFE_1.png,211833390,267.0,29
211833390_S2B_MSIL1C_20251216T102339_N0511_R065_T33UUB_20251216T105303.SAFE_37.png,211833390,226.0,217
212011000_S2B_MSIL1C_20251202T021949_N0511_R003_T52SCB_20251202T033210.SAFE_99.png,212011000,187.0,39
212011000_S2B_MSIL1C_20260203T022819_N0511_R046_T51RVQ_20260203T041741.SAFE_455.png,212011000,190.0,150
212011000_S2B_MSIL1C_20260116T030959_N0511_R075_T48PYR_20260116T063117.SAFE_29.png,212011000,191.0,30
212011000_S2C_MSIL1C_20251227T022121_N0511_R003_T51PTS_20251227T040934.SAFE_276.png,212011000,188.0,57
212011000_S2B_MSIL1C_20260128T020839_N0511_R103_T52SDC_20260128T045547.SAFE_72.png,212011000,190.0,241
212138000_S2B_MSIL1C_20251222T072229_N0511_R006_T39RUL_20251222T091305.SAFE_167.png,212138000,225.0,-63
212138000_S2C_MSIL1C_20260110T070251_N0511_R063_T39RYK_20260110T085621.SAFE_9.png,212138000,220.0,117
212138000_S2C_MSIL1C_20260127T083221_N0511_R021_T33HYB_20260127T120943.SAFE_5.png,212138000,225.0,-64
212184000_S2B_MSIL1C_20260221T100939_N0512_R022_T32SPG_20260221T170317.SAFE_7.png,212184000,179.0,-8
212184000_S2B_MSIL1C_20260225T095029_N0512_R079_T33SUC_20260225T135738.SAFE_18.png,212184000,182.0,-88
212184000_S2B_MSIL1C_20260222T094029_N0512_R036_T33SWC_20260222T134538.SAFE_25.png,212184000,181.0,77
212250000_S2A_MSIL1C_20260215T114411_N0512_R080_T28RDR_20260215T132823.SAFE_6.png,212250000,237.0,20
212250000_S2B_MSIL1C_20260215T113309_N0512_R080_T28RDR_20260215T164345.SAFE_4.png,212250000,237.0,21
212250000_S2C_MSIL1C_20260213T115221_N0512_R123_T27QXC_20260213T141114.SAFE_1.png,212250000,233.0,22
212275000_S2C_MSIL1C_20260207T132231_N0512_R038_T22HDJ_20260207T144340.SAFE_2.png,212275000,180.0,45
212275000_S2B_MSIL1C_20251216T152619_N0511_R068_T19TGL_20251216T185230.SAFE_25.png,212275000,167.0,82
212275000_S2B_MSIL1C_20260308T160019_N0512_R097_T17QLG_20260308T210454.SAFE_9.png,212275000,178.0,-69
212276000_S2B_MSIL1C_20260124T105239_N0511_R051_T31UDT_20260124T130146.SAFE_17.png,212276000,273.0,99
212276000_S2B_MSIL1C_20260216T110029_N0512_R094_T30STF_20260216T143342.SAFE_66.png,212276000,261.0,-76
212276000_S2B_MSIL1C_20251225T125309_N0511_R052_T23KRQ_20251225T142420.SAFE_12.png,212276000,265.0,43
212276000_S2A_MSIL1C_20260107T110701_N0511_R137_T30SUE_20260107T144627.SAFE_19.png,212276000,256.0,165
212276000_S2C_MSIL1C_20260105T111451_N0511_R137_T29SPU_20260105T130551.SAFE_3.png,212276000,253.0,43
212283000_S2A_MSIL1C_20251225T042231_N0511_R090_T46QDE_20251225T064832.SAFE_0.png,212283000,176.0,162
212283000_S2A_MSIL1C_20260307T050241_N0512_R119_T44NMM_20260307T084036.SAFE_5.png,212283000,172.0,-58
212283000_S2B_MSIL1C_20251221T043119_N0511_R133_T46QCJ_20251221T061745.SAFE_288.png,212283000,164.0,211
212314000_S2A_MSIL1C_20260222T082951_N0512_R035_T34HFG_20260222T100239.SAFE_5.png,212314000,176.0,91
212314000_S2B_MSIL1C_20251217T113409_N0511_R080_T28RDQ_20251217T132432.SAFE_0.png,212314000,171.0,20
212314000_S2A_MSIL1C_20260101T105501_N0511_R051_T32VMK_20260101T132330.SAFE_19.png,212314000,172.0,5
212403000_S2A_MSIL1C_20251205T074321_N0511_R092_T35HPC_20251205T094049.SAFE_1.png,212403000,229.0,70
212403000_S2B_MSIL1C_20251209T073229_N0511_R106_T37KET_20251209T090150.SAFE_0.png,212403000,239.0,27
212403000_S2B_MSIL1C_20251220T064209_N0511_R120_T40REN_20251220T082133.SAFE_26.png,212403000,234.0,-48
212426000_S2C_MSIL1C_20251214T154601_N0511_R111_T18QUJ_20251214T172711.SAFE_1.png,212426000,209.0,-65
212426000_S2B_MSIL1C_20251213T152649_N0511_R025_T19QBC_20251213T184259.SAFE_7.png,212426000,214.0,-77
212426000_S2C_MSIL1C_20260210T163431_N0512_R083_T15RYM_20260210T182742.SAFE_9.png,212426000,202.0,52
212539000_S2C_MSIL1C_20260217T162341_N0512_R040_T15PYR_20260217T182222.SAFE_19.png,212539000,191.0,196
212539000_S2B_MSIL1C_20251204T162549_N0511_R040_T15PYR_20251204T195221.SAFE_30.png,212539000,189.0,175
212539000_S2B_MSIL1C_20260202T162409_N0511_R040_T15PYR_20260202T195107.SAFE_34.png,212539000,187.0,-74
212539000_S2B_MSIL1C_20260304T162049_N0512_R040_T15PYR_20260304T213140.SAFE_8.png,212539000,178.0,237
212539000_S2A_MSIL1C_20251211T162711_N0511_R040_T15PYR_20251211T193822.SAFE_25.png,212539000,167.0,77
212539000_S2A_MSIL1C_20251231T162721_N0511_R040_T15PYR_20251231T193952.SAFE_33.png,212539000,195.0,176
212539000_S2C_MSIL1C_20251229T162941_N0511_R040_T15PYR_20251229T181656.SAFE_63.png,212539000,185.0,224
212602000_S2B_MSIL1C_20251213T033039_N0511_R018_T48PTR_20251213T053506.SAFE_9.png,212602000,265.0,134
212602000_S2A_MSIL1C_20260112T034201_N0511_R061_T47PQP_20260112T060524.SAFE_163.png,212602000,235.0,-26
212602000_S2B_MSIL1C_20260208T031809_N0512_R118_T48NUG_20260208T064428.SAFE_542.png,212602000,235.0,-53
212656000_S2C_MSIL1C_20260212T185511_N0512_R113_T10SDF_20260212T203344.SAFE_2.png,212656000,180.0,159
212656000_S2B_MSIL1C_20260108T020949_N0511_R103_T52SDD_20260108T034745.SAFE_668.png,212656000,196.0,-74
212656000_S2C_MSIL1C_20260311T015651_N0512_R060_T52SGB_20260311T035327.SAFE_145.png,212656000,178.0,-4
212677000_S2A_MSIL1C_20260110T112131_N0511_R037_T29UPP_20260110T135337.SAFE_16.png,212677000,217.0,195
212677000_S2B_MSIL1C_20260310T045659_N0512_R119_T44NLN_20260310T084522.SAFE_9.png,212677000,214.0,106
212677000_S2B_MSIL1C_20260310T045659_N0512_R119_T44NLN_20260310T084522.SAFE_61.png,212677000,226.0,103
212752000_S2B_MSIL1C_20260304T112109_N0512_R037_T30UVA_20260304T163248.SAFE_56.png,212752000,163.0,80
212752000_S2C_MSIL1C_20251206T111451_N0511_R137_T30UXA_20251206T113707.SAFE_18.png,212752000,151.0,205
212752000_S2B_MSIL1C_20260305T105029_N0512_R051_T31UET_20260305T142403.SAFE_365.png,212752000,162.0,55
212780000_S2C_MSIL1C_20260211T023831_N0512_R089_T50QML_20260211T043337.SAFE_178.png,212780000,211.0,41
212780000_S2B_MSIL1C_20260303T032539_N0512_R018_T47NQD_20260303T083300.SAFE_118.png,212780000,204.0,-54
212780000_S2C_MSIL1C_20260302T030641_N0512_R075_T48NVH_20260302T064114.SAFE_147.png,212780000,197.0,209
212850000_S2B_MSIL1C_20260206T143739_N0512_R096_T20PPT_20260206T192306.SAFE_7.png,212850000,173.0,4
212850000_S2C_MSIL1C_20251221T153631_N0511_R068_T18QWG_20251221T171639.SAFE_3.png,212850000,165.0,203
212850000_S2B_MSIL1C_20260227T154549_N0512_R111_T18RUP_20260227T190931.SAFE_1.png,212850000,151.0,121
215038000_S2C_MSIL1C_20251207T022111_N0511_R003_T50NQH_20251207T040834.SAFE_11.png,215038000,293.0,191
215038000_S2B_MSIL1C_20260103T030019_N0511_R032_T50SPJ_20260103T044324.SAFE_213.png,215038000,292.0,7
215038000_S2B_MSIL1C_20251202T021949_N0511_R003_T51QUD_20251202T033210.SAFE_2.png,215038000,285.0,222
215057000_S2A_MSIL1C_20251202T105441_N0511_R051_T30TYK_20251202T132309.SAFE_50.png,215057000,186.0,234
215057000_S2C_MSIL1C_20260303T092031_N0512_R093_T34SDF_20260303T112807.SAFE_8.png,215057000,180.0,130
215057000_S2C_MSIL1C_20260224T093031_N0512_R136_T34TBK_20260224T112825.SAFE_13.png,215057000,186.0,24
215057000_S2B_MSIL1C_20251214T094319_N0511_R036_T33SVV_20251214T102632.SAFE_53.png,215057000,183.0,113
215057000_S2C_MSIL1C_20251228T101441_N0511_R022_T32TQM_20251228T121008.SAFE_30.png,215057000,244.0,114
215057000_S2C_MSIL1C_20260307T085831_N0512_R007_T35TPF_20260307T110530.SAFE_180.png,215057000,184.0,172
215063000_S2A_MSIL1C_20260309T104041_N0512_R008_T31TDF_20260309T173559.SAFE_43.png,215063000,197.0,249
215063000_S2B_MSIL1C_20251213T101329_N0511_R022_T32TQR_20251213T104023.SAFE_142.png,215063000,183.0,-24
215063000_S2B_MSIL1C_20260218T100019_N0512_R122_T33TTG_20260218T140811.SAFE_25.png,215063000,195.0,198
215063000_S2C_MSIL1C_20260213T100131_N0512_R122_T33TTG_20260213T161658.SAFE_17.png,215063000,194.0,-75
215063000_S2B_MSIL1C_20251224T094329_N0511_R036_T33TXE_20251224T120349.SAFE_11.png,215063000,185.0,172
215105000_S2B_MSIL1C_20260227T154549_N0512_R111_T18RVP_20260227T190931.SAFE_1.png,215105000,302.0,-42
215105000_S2B_MSIL1C_20260118T154549_N0511_R111_T18RVN_20260118T204247.SAFE_4.png,215105000,306.0,145
215105000_S2C_MSIL1C_20260123T154551_N0511_R111_T18RWN_20260123T172721.SAFE_0.png,215105000,302.0,-59
215175000_S2C_MSIL1C_20251210T105451_N0511_R051_T31UET_20251210T124940.SAFE_66.png,215175000,298.0,187
215175000_S2A_MSIL1C_20251205T110451_N0511_R094_T30UXV_20251205T133254.SAFE_25.png,215175000,298.0,-53
215175000_S2B_MSIL1C_20251222T155519_N0511_R011_T18RUP_20251222T205217.SAFE_4.png,215175000,308.0,248
215217000_S2C_MSIL1C_20251222T081351_N0511_R078_T34HEG_20251222T102010.SAFE_15.png,215217000,364.0,88
215217000_S2C_MSIL1C_20260127T071211_N0511_R020_T38LQQ_20260127T085543.SAFE_3.png,215217000,369.0,208
215217000_S2B_MSIL1C_20251210T115219_N0511_R123_T28QBM_20251210T134554.SAFE_6.png,215217000,375.0,196
215217000_S2B_MSIL1C_20260117T060059_N0511_R091_T42QVL_20260117T074125.SAFE_203.png,215217000,200.0,260
215217000_S2B_MSIL1C_20260117T060059_N0511_R091_T42QWL_20260117T074125.SAFE_24.png,215217000,236.0,257
215218000_S2A_MSIL1C_20260206T080801_N0512_R092_T36JUN_20260206T093854.SAFE_9.png,215218000,188.0,124
215218000_S2A_MSIL1C_20251210T065321_N0511_R020_T40RDN_20251210T073949.SAFE_167.png,215218000,193.0,155
215218000_S2B_MSIL1C_20251213T065159_N0511_R020_T40RDN_20251213T071748.SAFE_166.png,215218000,188.0,138
215350000_S2B_MSIL1C_20260226T023559_N0512_R089_T50QPF_20260226T042821.SAFE_7.png,215350000,293.0,35
215350000_S2A_MSIL1C_20260110T112131_N0511_R037_T28PER_20260110T145735.SAFE_21.png,215350000,291.0,178
215350000_S2B_MSIL1C_20260110T111339_N0511_R137_T28PER_20260110T132749.SAFE_32.png,215350000,292.0,181
215426000_S2A_MSIL1C_20260307T115231_N0512_R123_T27QZB_20260307T183641.SAFE_1.png,215426000,185.0,169
215426000_S2C_MSIL1C_20251206T111451_N0511_R137_T29SPT_20251206T130502.SAFE_52.png,215426000,179.0,62
215426000_S2C_MSIL1C_20260105T111451_N0511_R137_T28NEP_20260105T130551.SAFE_4.png,215426000,182.0,-48
215426000_S2C_MSIL1C_20251215T115231_N0511_R123_T27QZE_20251215T121534.SAFE_11.png,215426000,185.0,190
215426000_S2C_MSIL1C_20260224T111051_N0512_R137_T29SPT_20260224T130910.SAFE_106.png,215426000,183.0,-17
215458000_S2C_MSIL1C_20260304T020651_N0512_R103_T52SCD_20260304T040311.SAFE_253.png,215458000,224.0,-3
215458000_S2B_MSIL1C_20260217T020649_N0512_R103_T52SCD_20260217T040217.SAFE_156.png,215458000,227.0,-73
215458000_S2B_MSIL1C_20260309T020649_N0512_R103_T52SEF_20260309T035658.SAFE_52.png,215458000,232.0,-80
215458000_S2C_MSIL1C_20260222T020711_N0512_R103_T52SDD_20260222T035843.SAFE_275.png,215458000,235.0,167
215458000_S2C_MSIL1C_20251203T160641_N0511_R097_T17QMG_20251203T175837.SAFE_9.png,215458000,228.0,259
215458000_S2A_MSIL1C_20251225T143801_N0511_R096_T20PQT_20251225T161505.SAFE_7.png,215458000,223.0,114
215458000_S2B_MSIL1C_20260220T021629_N0512_R003_T52SCD_20260220T041853.SAFE_377.png,215458000,225.0,68
215459000_S2C_MSIL1C_20260228T072841_N0512_R049_T36JVP_20260228T110930.SAFE_7.png,215459000,227.0,54
215459000_S2C_MSIL1C_20251207T022111_N0511_R003_T51RWL_20251207T040834.SAFE_120.png,215459000,229.0,182
215459000_S2B_MSIL1C_20251219T023249_N0511_R103_T50JKP_20251219T053049.SAFE_16.png,215459000,235.0,207
215459000_S2C_MSIL1C_20260203T031931_N0511_R118_T48NVG_20260203T064925.SAFE_143.png,215459000,214.0,-82
