image_path,boat_id,length_m,heading
209690000_S2B_MSIL1C_20251207T031019_N0511_R075_T48NZN_20251207T051646.SAFE_6.png,209690000,232.0,24
209690000_S2B_MSIL1C_20260101T024319_N0511_R003_T49JFM_20260101T054121.SAFE_6.png,209690000,238.0,181
209765000_S2C_MSIL1C_20260307T021541_N0512_R003_T50PRV_20260307T051011.SAFE_52.png,209765000,294.0,139
209765000_S2B_MSIL1C_20260223T022609_N0512_R046_T51RWN_20260223T055429.SAFE_79.png,209765000,290.0,-46
209765000_S2A_MSIL1C_20260309T022131_N0512_R003_T50NQL_20260309T055144.SAFE_48.png,209765000,286.0,179
209854000_S2B_MSIL1C_20260222T075829_N0512_R035_T34HGG_20260222T131448.SAFE_17.png,209854000,225.0,259
209854000_S2A_MSIL1C_20260222T082951_N0512_R035_T35HKB_20260222T100239.SAFE_30.png,209854000,227.0,255
209854000_S2B_MSIL1C_20260222T075829_N0512_R035_T35HKB_20260222T131448.SAFE_33.png,209854000,222.0,258
209854000_S2C_MSIL1C_20260203T031931_N0511_R118_T48NUG_20260203T064925.SAFE_849.png,209854000,231.0,-73
209888000_S2B_MSIL1C_20260120T111259_N0511_R137_T28PFQ_20260120T130420.SAFE_51.png,209888000,172.0,-17
209888000_S2B_MSIL1C_20251209T154549_N0511_R111_T17PPM_20251209T190309.SAFE_0.png,209888000,199.0,92
209979000_S2C_MSIL1C_20260207T025911_N0512_R032_T49PDP_20260207T044816.SAFE_8.png,209979000,339.0,28
209979000_S2B_MSIL1C_20251214T132229_N0511_R038_T22HDK_20251214T145334.SAFE_19.png,209979000,333.0,244
210094000_S2C_MSIL1C_20251203T110441_N0511_R094_T30STF_20251203T125919.SAFE_26.png,210094000,184.0,-38
210094000_S2B_MSIL1C_20251208T110339_N0511_R094_T30STF_20251208T125431.SAFE_29.png,210094000,193.0,-23
210102000_S2B_MSIL1C_20260222T000219_N0512_R030_T56HLG_20260222T031338.SAFE_33.png,210102000,233.0,166
210102000_S2C_MSIL1C_20260217T000221_N0512_R030_T55HES_20260217T012644.SAFE_11.png,210102000,221.0,69
210142000_S2B_MSIL1C_20260309T052639_N0512_R105_T42MWE_20260309T090225.SAFE_0.png,210142000,214.0,85
210142000_S2B_MSIL1C_20251225T073229_N0511_R049_T37MEN_20251225T105424.SAFE_38.png,210142000,219.0,-22
210400000_S2C_MSIL1C_20251212T113511_N0511_R080_T30UUD_20251212T115604.SAFE_10.png,210400000,153.0,12
210400000_S2B_MSIL1C_20260311T110749_N0512_R137_T32VKM_20260311T144339.SAFE_4.png,210400000,155.0,40
210400000_S2A_MSIL1C_20251204T113501_N0511_R080_T29UNS_20251204T140221.SAFE_1.png,210400000,168.0,240
210601000_S2C_MSIL1C_20260214T024821_N0512_R132_T49MBT_20260214T043712.SAFE_7.png,210601000,212.0,-44
210601000_S2C_MSIL1C_20260306T024601_N0512_R132_T51SUV_20260306T044602.SAFE_13.png,210601000,217.0,-35
210653000_S2B_MSIL1C_20260130T011919_N0511_R131_T54RXP_20260130T040030.SAFE_4.png,210653000,327.0,104
210653000_S2B_MSIL1C_20260217T154549_N0512_R111_T17NPJ_20260217T204125.SAFE_10.png,210653000,334.0,2
210653000_S2C_MSIL1C_20260228T155211_N0512_R054_T18SVG_20260228T191425.SAFE_15.png,210653000,278.0,198
210653000_S2B_MSIL1C_20260308T160019_N0512_R097_T17SNR_20260308T193917.SAFE_81.png,210653000,355.0,26
210725000_S2C_MSIL1C_20260101T081341_N0511_R078_T34HFG_20260101T102012.SAFE_16.png,210725000,228.0,85
210725000_S2B_MSIL1C_20260224T003659_N0512_R059_T55MDQ_20260224T021103.SAFE_1.png,210725000,235.0,154
210725000_S2C_MSIL1C_20260216T014741_N0512_R017_T53RLQ_20260216T033927.SAFE_4.png,210725000,223.0,163
210730000_S2B_MSIL1C_20260204T021209_N0512_R060_T50KPC_20260204T052944.SAFE_27.png,210730000,296.0,-62
210730000_S2C_MSIL1C_20260108T030121_N0511_R032_T50SPJ_20260108T041552.SAFE_175.png,210730000,306.0,260
210730000_S2B_MSIL1C_20260210T021729_N0512_R003_T50MPA_20260210T054523.SAFE_5.png,210730000,298.0,32
210730000_S2C_MSIL1C_20251207T022111_N0511_R003_T50NQG_20251207T040834.SAFE_15.png,210730000,304.0,187
210934000_S2C_MSIL1C_20260204T024921_N0511_R132_T50SPJ_20260204T040628.SAFE_188.png,210934000,297.0,-63
210934000_S2C_MSIL1C_20251229T080341_N0511_R035_T34HGG_20251229T100803.SAFE_11.png,210934000,290.0,83
210934000_S2A_MSIL1C_20260310T082751_N0512_R021_T33HXC_20260310T152602.SAFE_2.png,210934000,296.0,-34
210934000_S2A_MSIL1C_20260310T082751_N0512_R021_T33HXC_20260310T152602.SAFE_0.png,210934000,278.0,-37
210948000_S2C_MSIL1C_20260217T094051_N0512_R036_T33SWA_20260217T113933.SAFE_19.png,210948000,213.0,8
210948000_S2A_MSIL1C_20260107T110701_N0511_R137_T29SPT_20260107T144627.SAFE_44.png,210948000,217.0,136
210948000_S2C_MSIL1C_20251206T111451_N0511_R137_T29SPT_20251206T130502.SAFE_32.png,210948000,204.0,178
210998000_S2B_MSIL1C_20251213T101329_N0511_R022_T32TNP_20251213T104023.SAFE_45.png,210998000,153.0,-7
210998000_S2C_MSIL1C_20260202T071121_N0511_R106_T39RWJ_20260202T090648.SAFE_76.png,210998000,161.0,-34
210998000_S2A_MSIL1C_20251209T104451_N0511_R008_T31SDC_20251209T131422.SAFE_1.png,210998000,173.0,57
210998000_S2B_MSIL1C_20251208T110339_N0511_R094_T30SVF_20251208T125431.SAFE_25.png,210998000,178.0,82
211833390_S2A_MSIL1C_20251216T103451_N0511_R108_T33UUB_20251216T130317.SAFE_34.png,211833390,232.0,208
211833390_S2C_MSIL1C_20260120T102341_N0511_R065_T33UUB_20260120T121945.SAFE_55.png,211833390,222.0,215
211833390_S2A_MSIL1C_20260306T103041_N0512_R108_T33UUA_20260306T154507.SAFE_21.png,211833390,217.0,209
211833390_S2B_MSIL1C_20260306T102019_N0512_R065_T33UUB_20260306T153400.SAFE_50.png,211833390,247.0,208
212011000_S2C_MSIL1C_20260228T022641_N0512_R046_T51SWS_20260228T041923.SAFE_116.png,212011000,186.0,181
212011000_S2C_MSIL1C_20260118T030041_N0511_R032_T49PEN_20260118T044421.SAFE_12.png,212011000,186.0,72
212011000_S2A_MSIL1C_20260112T034201_N0511_R061_T47PRN_20260112T060524.SAFE_1.png,212011000,187.0,-38
212011000_S2B_MSIL1C_20260112T033019_N0511_R018_T47PRN_20260112T065148.SAFE_15.png,212011000,185.0,-38
212138000_S2C_MSIL1C_20260302T163211_N0512_R083_T16RBS_20260302T195805.SAFE_30.png,212138000,232.0,216
212138000_S2A_MSIL1C_20251212T055251_N0511_R048_T42QWL_20251212T064249.SAFE_156.png,212138000,227.0,67
212138000_S2A_MSIL1C_20251229T072341_N0511_R006_T39RUL_20251229T081815.SAFE_188.png,212138000,223.0,-18
212184000_S2C_MSIL1C_20251208T101421_N0511_R022_T32SPF_20251208T121101.SAFE_3.png,212184000,170.0,196
212184000_S2C_MSIL1C_20251225T100441_N0511_R122_T32SPG_20251225T120136.SAFE_20.png,212184000,163.0,43
212184000_S2C_MSIL1C_20260207T094151_N0512_R036_T33SWA_20260207T114101.SAFE_13.png,212184000,158.0,18
212250000_S2C_MSIL1C_20251212T050611_N0511_R076_T44NPN_20251212T063919.SAFE_3.png,212250000,218.0,34
212250000_S2B_MSIL1C_20260129T133829_N0511_R124_T21HXB_20260129T185237.SAFE_18.png,212250000,226.0,91
212250000_S2C_MSIL1C_20260310T124041_N0512_R052_T26SNJ_20260310T150134.SAFE_0.png,212250000,220.0,231
212250000_S2B_MSIL1C_20260211T120549_N0512_R023_T27PTP_20260211T170449.SAFE_2.png,212250000,232.0,24
212275000_S2C_MSIL1C_20260307T155521_N0512_R011_T18QUK_20260307T191901.SAFE_0.png,212275000,180.0,-70
212275000_S2B_MSIL1C_20260306T153629_N0512_R068_T18QWF_20260306T203151.SAFE_6.png,212275000,177.0,-6
212276000_S2A_MSIL1C_20260216T110621_N0512_R094_T30STF_20260216T143815.SAFE_1.png,212276000,199.0,-67
212276000_S2B_MSIL1C_20260107T110339_N0511_R094_T30SUF_20260107T131508.SAFE_55.png,212276000,258.0,171
212276000_S2B_MSIL1C_20260221T120549_N0512_R023_T27PVS_20260221T184444.SAFE_0.png,212276000,265.0,207
212276000_S2B_MSIL1C_20251211T131239_N0511_R138_T22JGR_20251211T143924.SAFE_4.png,212276000,268.0,184
212276000_S2C_MSIL1C_20260122T110351_N0511_R094_T31UEU_20260122T125922.SAFE_97.png,212276000,268.0,198
212276000_S2B_MSIL1C_20260110T111339_N0511_R137_T30SUF_20260110T132749.SAFE_26.png,212276000,268.0,-76
212283000_S2C_MSIL1C_20260104T032141_N0511_R118_T47NRC_20260104T060410.SAFE_68.png,212283000,174.0,-64
212283000_S2C_MSIL1C_20260101T031141_N0511_R075_T48PYR_20260101T045815.SAFE_223.png,212283000,169.0,4
212314000_S2C_MSIL1C_20260303T062451_N0512_R091_T40KFC_20260303T075322.SAFE_1.png,212314000,168.0,61
212314000_S2B_MSIL1C_20260101T104339_N0511_R008_T32VMK_20260101T123434.SAFE_19.png,212314000,178.0,6
212314000_S2B_MSIL1C_20260222T075829_N0512_R035_T34HFG_20260222T131448.SAFE_3.png,212314000,166.0,90
212314000_S2A_MSIL1C_20251221T112521_N0511_R037_T29SMC_20251221T135201.SAFE_25.png,212314000,178.0,79
212403000_S2C_MSIL1C_20251211T072211_N0511_R063_T38LNM_20251211T085836.SAFE_1.png,212403000,231.0,35
212403000_S2B_MSIL1C_20251204T080219_N0511_R035_T35HKB_20251204T095342.SAFE_10.png,212403000,240.0,75
212426000_S2B_MSIL1C_20260201T165429_N0511_R026_T15RVN_20260201T202737.SAFE_37.png,212426000,209.0,209
212426000_S2B_MSIL1C_20251227T163609_N0511_R083_T16RCQ_20251227T200234.SAFE_1.png,212426000,198.0,153
212426000_S2C_MSIL1C_20260119T160511_N0511_R054_T17PKM_20260119T174730.SAFE_9.png,212426000,213.0,223
212426000_S2B_MSIL1C_20260217T154549_N0512_R111_T18QWJ_20260217T203602.SAFE_0.png,212426000,194.0,106
212539000_S2C_MSIL1C_20251209T162701_N0511_R040_T15PYR_20251209T181753.SAFE_18.png,212539000,188.0,265
212539000_S2C_MSIL1C_20260207T162441_N0512_R040_T15PYR_20260207T182105.SAFE_40.png,212539000,187.0,146
212539000_S2B_MSIL1C_20260123T162459_N0511_R040_T15PYR_20260123T195112.SAFE_52.png,212539000,174.0,251
212539000_S2B_MSIL1C_20251214T162609_N0511_R040_T15PYR_20251214T195233.SAFE_37.png,212539000,181.0,76
212539000_S2B_MSIL1C_20260222T162159_N0512_R040_T15PYR_20260222T213136.SAFE_8.png,212539000,189.0,150
212539000_S2B_MSIL1C_20251224T162609_N0511_R040_T15PYR_20251224T210341.SAFE_28.png,212539000,184.0,81
212602000_S2A_MSIL1C_20251210T033151_N0511_R018_T47PRM_20251210T055636.SAFE_15.png,212602000,246.0,-29
212602000_S2C_MSIL1C_20251216T025131_N0511_R132_T50QKK_20251216T040527.SAFE_466.png,212602000,264.0,20
212656000_S2A_MSIL1C_20251216T185831_N0511_R113_T10SFD_20251216T203519.SAFE_1.png,212656000,186.0,-72
212656000_S2B_MSIL1C_20251216T184709_N0511_R070_T10SFD_20251216T204006.SAFE_10.png,212656000,187.0,-74
212656000_S2C_MSIL1C_20251217T190821_N0511_R013_T10SCH_20251217T204725.SAFE_0.png,212656000,181.0,-11
212677000_S2B_MSIL1C_20260107T110339_N0511_R094_T30UYB_20260107T131508.SAFE_60.png,212677000,220.0,235
212677000_S2B_MSIL1C_20260116T113329_N0511_R080_T28RDS_20260116T150358.SAFE_4.png,212677000,219.0,220
212677000_S2B_MSIL1C_20260307T050559_N0512_R076_T44NNM_20260307T083459.SAFE_25.png,212677000,227.0,263
212752000_S2B_MSIL1C_20260123T112249_N0511_R037_T30UWA_20260123T132721.SAFE_19.png,212752000,152.0,89
212752000_S2C_MSIL1C_20260131T113321_N0511_R080_T29UPS_20260131T115847.SAFE_0.png,212752000,152.0,-51
212780000_S2B_MSIL1C_20260226T023559_N0512_R089_T50QNE_20260226T042821.SAFE_3.png,212780000,211.0,221
212780000_S2B_MSIL1C_20260226T023559_N0512_R089_T50QNE_20260226T042821.SAFE_0.png,212780000,199.0,219
212780000_S2C_MSIL1C_20260114T032111_N0511_R118_T47NRC_20260114T060606.SAFE_54.png,212780000,205.0,-61
212780000_S2B_MSIL1C_20260223T022609_N0512_R046_T51SXR_20260223T055429.SAFE_5.png,212780000,200.0,188
212850000_S2C_MSIL1C_20260216T152651_N0512_R025_T18PZB_20260216T170844.SAFE_5.png,212850000,156.0,135
212850000_S2C_MSIL1C_20260113T154551_N0511_R111_T18RWN_20260113T172723.SAFE_2.png,212850000,163.0,-61
212850000_S2C_MSIL1C_20260124T151721_N0511_R125_T19QDU_20260124T154903.SAFE_0.png,212850000,164.0,-5
215038000_S2C_MSIL1C_20260303T130251_N0512_R095_T23KNQ_20260303T151245.SAFE_95.png,215038000,295.0,201
215038000_S2C_MSIL1C_20260105T025121_N0511_R132_T50SPJ_20260105T040431.SAFE_163.png,215038000,298.0,22
215038000_S2B_MSIL1C_20251219T021019_N0511_R103_T50LMK_20251219T035259.SAFE_0.png,215038000,289.0,-12
215057000_S2C_MSIL1C_20260213T100131_N0512_R122_T33TUF_20260213T161658.SAFE_7.png,215057000,189.0,212
215057000_S2B_MSIL1C_20260225T095029_N0512_R079_T33TVJ_20260225T135738.SAFE_23.png,215057000,191.0,-38
215057000_S2B_MSIL1C_20260215T095019_N0512_R079_T33TUF_20260215T140001.SAFE_3.png,215057000,179.0,19
215057000_S2B_MSIL1C_20251217T095329_N0511_R079_T33SWC_20251217T114452.SAFE_27.png,215057000,181.0,182
215057000_S2B_MSIL1C_20260305T090749_N0512_R050_T35TME_20260305T124434.SAFE_20.png,215057000,181.0,169
215057000_S2B_MSIL1C_20251209T103329_N0511_R108_T31SFC_20251209T122450.SAFE_0.png,215057000,186.0,99
215063000_S2B_MSIL1C_20260202T094119_N0511_R036_T33SWB_20260202T131406.SAFE_47.png,215063000,191.0,0
215063000_S2A_MSIL1C_20251211T094431_N0511_R036_T33TYE_20251211T103129.SAFE_20.png,215063000,192.0,-23
215063000_S2B_MSIL1C_20260221T100939_N0512_R022_T33TTG_20260221T155539.SAFE_16.png,215063000,187.0,21
215063000_S2A_MSIL1C_20251211T094431_N0511_R036_T34TBK_20251211T103129.SAFE_11.png,215063000,225.0,-13
215105000_S2B_MSIL1C_20260224T153629_N0512_R068_T18QWL_20260224T203141.SAFE_0.png,215105000,299.0,140
215105000_S2B_MSIL1C_20260223T160509_N0512_R054_T17RQJ_20260223T205443.SAFE_2.png,215105000,312.0,100
215175000_S2C_MSIL1C_20260123T154551_N0511_R111_T17PPK_20260123T172721.SAFE_39.png,215175000,287.0,0
215175000_S2C_MSIL1C_20260211T110201_N0512_R094_T30UYV_20260211T125907.SAFE_8.png,215175000,281.0,103
215217000_S2C_MSIL1C_20251212T113511_N0511_R080_T27PZN_20251212T131822.SAFE_3.png,215217000,367.0,169
215217000_S2B_MSIL1C_20260105T070159_N0511_R063_T40RBN_20260105T090234.SAFE_73.png,215217000,360.0,210
215217000_S2B_MSIL1C_20260305T105029_N0512_R051_T31UET_20260305T142403.SAFE_232.png,215217000,356.0,211
215217000_S2C_MSIL1C_20260224T111051_N0512_R137_T30UXB_20260224T130910.SAFE_21.png,215217000,382.0,247
215218000_S2B_MSIL1C_20251223T051129_N0511_R019_T43NFJ_20251223T083112.SAFE_22.png,215218000,191.0,120
215218000_S2A_MSIL1C_20251210T065321_N0511_R020_T40RDN_20251210T073949.SAFE_180.png,215218000,195.0,149
215350000_S2A_MSIL1C_20260107T110701_N0511_R137_T28PER_20260107T144627.SAFE_46.png,215350000,287.0,87
215350000_S2C_MSIL1C_20260224T024711_N0512_R132_T49PGP_20260224T043812.SAFE_5.png,215350000,292.0,39
215426000_S2C_MSIL1C_20260115T111421_N0511_R137_T29SPT_20260115T130840.SAFE_54.png,215426000,179.0,-79
215426000_S2A_MSIL1C_20251214T114321_N0511_R080_T28RER_20251214T150648.SAFE_10.png,215426000,186.0,216
215426000_S2B_MSIL1C_20251217T113409_N0511_R080_T27PZS_20251217T134045.SAFE_42.png,215426000,184.0,-35
215426000_S2C_MSIL1C_20260111T113441_N0511_R080_T28RER_20260111T115913.SAFE_2.png,215426000,181.0,37
215426000_S2B_MSIL1C_20260104T105339_N0511_R051_T29NMF_20260104T130417.SAFE_7.png,215426000,183.0,-55
215458000_S2B_MSIL1C_20251224T145729_N0511_R039_T20PLU_20251224T181355.SAFE_0.png,215458000,219.0,105
215458000_S2B_MSIL1C_20251224T145729_N0511_R039_T20PLU_20251224T181355.SAFE_3.png,215458000,221.0,103
215458000_S2B_MSIL1C_20260309T020649_N0512_R103_T52SEF_20260309T035658.SAFE_1.png,215458000,233.0,-84
215458000_S2B_MSIL1C_20260131T035909_N0511_R004_T46NFM_20260131T072428.SAFE_25.png,215458000,228.0,51
215458000_S2C_MSIL1C_20260215T021801_N0512_R003_T52SDD_20260215T041017.SAFE_46.png,215458000,227.0,-64
215458000_S2B_MSIL1C_20260101T124249_N0511_R009_T25MBQ_20260101T141505.SAFE_3.png,215458000,233.0,138
215459000_S2C_MSIL1C_20260116T022031_N0511_R003_T51RXP_20260116T033419.SAFE_232.png,215459000,238.0,189
215459000_S2C_MSIL1C_20251217T024331_N0511_R003_T49KGQ_20251217T040825.SAFE_1.png,215459000,238.0,189
215459000_S2B_MSIL1C_20260202T025829_N0511_R032_T48MZD_20260202T062437.SAFE_6.png,215459000,228.0,-48
215459000_S2C_MSIL1C_20260201T023931_N0511_R089_T49MER_20260201T042324.SAFE_10.png,215459000,231.0,-84
215499000_S2B_MSIL1C_20260126T030909_N0511_R075_T48NYP_20260126T063731.SAFE_9.png,215499000,314.0,73
215499000_S2A_MSIL1C_20260306T154611_N0512_R111_T17PPL_20260306T204555.SAFE_27.png,215499000,299.0,-69
215509000_S2B_MSIL1C_20260205T030819_N0512_R075_T48NYM_20260205T082041.SAFE_11.png,215509000,254.0,42
215509000_S2A_MSIL1C_20251231T030201_N0511_R032_T49PCK_20251231T070151.SAFE_16.png,215509000,247.0,220
215509000_S2B_MSIL1C_20260210T021729_N0512_R003_T51QVE_20260210T040933.SAFE_8.png,215509000,253.0,26
215509000_S2C_MSIL1C_20251219T012101_N0511_R031_T54SWH_20251219T023030.SAFE_170.png,215509000,246.0,264
215521000_S2B_MSIL1C_20260116T133139_N0511_R081_T21HXB_20260116T182309.SAFE_13.png,215521000,184.0,146
215521000_S2C_MSIL1C_20251220T125311_N0511_R052_T24LWL_20251220T131632.SAFE_93.png,215521000,177.0,262
215521000_S2C_MSIL1C_20260211T110201_N0512_R094_T30SVF_20260211T125907.SAFE_38.png,215521000,177.0,85
215521000_S2B_MSIL1C_20260311T110749_N0512_R137_T30STF_20260311T151551.SAFE_80.png,215521000,175.0,-65
215521000_S2B_MSIL1C_20251203T134659_N0511_R024_T22PFQ_20251203T152402.SAFE_0.png,215521000,177.0,105
215521000_S2A_MSIL1C_20260208T115351_N0512_R123_T28RDR_20260208T133248.SAFE_37.png,215521000,185.0,22
215521000_S2C_MSIL1C_20260222T103041_N0512_R108_T31SFA_20260222T140912.SAFE_21.png,215521000,180.0,72
215574000_S2A_MSIL1C_20251210T165731_N0511_R026_T15RTM_20251210T184453.SAFE_35.png,215574000,290.0,144
